,_id,deleted,endTime,exercise,initialStartTime,metric,removed,rpe,setID,setNumber,startTime,tags,userID,weight,workoutID
31398,448c4034-a991-4df1-8e2c-50db7e66b3d5,0.0,,squat,2018-05-12T15:51:07.792Z,kgs,0.0,< 5.5,448c4034-a991-4df1-8e2c-50db7e66b3d5,6.0,,"['elisa', '5.5 rpe']",5aa35456880e87b3f32ddf7c,69.5,bafb2bf6-d950-4ac8-a254-42f60e9eebe4
31871,4585adc6-eb77-4941-bbd2-a9df5826fda3,0.0,,squat,2018-05-16T16:31:25.049Z,kgs,0.0,6,4585adc6-eb77-4941-bbd2-a9df5826fda3,8.0,,['mimi'],5aa35456880e87b3f32ddf7c,70,21b51e5a-6a80-48d8-827b-b2309f4cd405
31983,45be657b-b39c-408b-9dcf-1caf999fc0ad,0.0,,bench,2018-05-15T23:39:27.869Z,kgs,0.0,< 5.5,45be657b-b39c-408b-9dcf-1caf999fc0ad,26.0,,"['elisa', '5.5 rpe']",5aa35456880e87b3f32ddf7c,34.5,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
32293,46691185-1537-4ef3-a25a-13b54f169827,0.0,,bench,2018-05-16T17:59:49.080Z,kgs,0.0,8.5,46691185-1537-4ef3-a25a-13b54f169827,27.0,,['adam'],5aa35456880e87b3f32ddf7c,67.5,21b51e5a-6a80-48d8-827b-b2309f4cd405
32305,46729171-c5d6-497e-8bd5-b2f06fcc1610,0.0,,bench,2018-05-11T02:02:56.344Z,kgs,0.0,7,46729171-c5d6-497e-8bd5-b2f06fcc1610,19.0,,['harr'],5aa35456880e87b3f32ddf7c,72.5,0731b594-a678-4294-9b68-9285f8a1f0a5
32421,46bb4111-674c-4954-b6dc-f33af69ef605,1.0,,,2018-05-10T00:28:57.768Z,kgs,0.0,,46bb4111-674c-4954-b6dc-f33af69ef605,2.0,,[],58ace5bd6ca711fcd8cb7b39,,1b9a1147-0192-4db3-ae90-e15fc0cdafbe
32759,4782fd84-3430-4510-9bf6-2f6807fafa6f,0.0,,bench,2018-05-12T13:28:45.426Z,kgs,0.0,6,4782fd84-3430-4510-9bf6-2f6807fafa6f,8.0,,['harr'],5aa35456880e87b3f32ddf7c,57.5,ac1ca1f7-552e-4350-a77d-9ee0287d5aa2
32866,47c18810-ffca-461e-b72b-74ae7aa80913,0.0,,bench,2018-05-12T16:31:11.046Z,kgs,0.0,8,47c18810-ffca-461e-b72b-74ae7aa80913,14.0,,['mimi'],5aa35456880e87b3f32ddf7c,37.5,bafb2bf6-d950-4ac8-a254-42f60e9eebe4
33423,49028059-1ac3-4132-9b93-b7f755908b53,0.0,,bench,2018-05-12T17:11:34.719Z,kgs,0.0,< 5.5,49028059-1ac3-4132-9b93-b7f755908b53,19.0,,"['elisa', '5.5 rpe']",5aa35456880e87b3f32ddf7c,38,bafb2bf6-d950-4ac8-a254-42f60e9eebe4
33654,4968887f-eb1c-48e7-89d1-0e87a8d5f92c,0.0,,bench,2018-05-23T01:17:52.575Z,kgs,0.0,9,4968887f-eb1c-48e7-89d1-0e87a8d5f92c,27.0,,['mimi'],5aa35456880e87b3f32ddf7c,47.5,0e6dd975-b54d-4e4d-ab2f-d240105f4697
34194,4a9eaacc-671d-4c8a-9fa2-8c993de22abc,0.0,,squat,2018-05-11T00:02:48.729Z,kgs,0.0,< 5.5,4a9eaacc-671d-4c8a-9fa2-8c993de22abc,1.0,,"['harr', '3 rpe']",5aa35456880e87b3f32ddf7c,70,0731b594-a678-4294-9b68-9285f8a1f0a5
34204,4aa4570c-75bb-4116-ab33-1badefbf6a52,0.0,,bench,2018-05-12T16:35:36.006Z,kgs,0.0,10,4aa4570c-75bb-4116-ab33-1badefbf6a52,16.0,,['mimi'],5aa35456880e87b3f32ddf7c,40,bafb2bf6-d950-4ac8-a254-42f60e9eebe4
34631,4b8ea889-1f8e-4daf-97f3-eb3e62d93c80,0.0,,bench,2018-05-18T01:12:04.914Z,kgs,0.0,< 5.5,4b8ea889-1f8e-4daf-97f3-eb3e62d93c80,37.0,,['harr'],5aa35456880e87b3f32ddf7c,62.5,069415c7-5299-4dd3-a548-e201d5fa7c81
34685,4ba85bfb-932a-4930-b5aa-2b6f1f80b610,0.0,,squat,2018-05-26T16:18:05.351Z,kgs,0.0,9.5,4ba85bfb-932a-4930-b5aa-2b6f1f80b610,4.0,,['matt'],5aa35456880e87b3f32ddf7c,170,c4febac1-c026-4828-950a-d5c377810f42
34818,4be8d682-eb42-4f37-8a52-7da288ab59f3,0.0,,bench,2018-05-10T23:09:40.194Z,kgs,0.0,7.5,4be8d682-eb42-4f37-8a52-7da288ab59f3,8.0,,['elisa'],5aa35456880e87b3f32ddf7c,44,0ebb7ef9-06c9-4a3f-aee6-45c16d65e3f5
34869,4c013b5a-ffcd-4184-b327-99802ff91bfd,0.0,,bench,2018-05-26T19:17:30.339Z,kgs,0.0,9.5,4c013b5a-ffcd-4184-b327-99802ff91bfd,7.0,,['chase'],5aa35456880e87b3f32ddf7c,87,a652b098-c05c-4b3f-bb8e-ad5042879f73
35889,4e665638-8ab1-4699-8487-218c713ff835,0.0,,squat,2018-05-12T15:49:41.013Z,kgs,0.0,8.5,4e665638-8ab1-4699-8487-218c713ff835,5.0,,['mimi'],5aa35456880e87b3f32ddf7c,72.5,bafb2bf6-d950-4ac8-a254-42f60e9eebe4
35929,4e7a4803-a533-4766-a819-278d983fe978,0.0,,bench,2018-05-19T15:59:17.996Z,kgs,0.0,6,4e7a4803-a533-4766-a819-278d983fe978,31.0,,['matt'],5aa35456880e87b3f32ddf7c,105,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
35978,4e9358f7-4eaa-4e8e-a6f3-a1ede31cc57b,0.0,,bench,2018-05-19T17:04:27.747Z,kgs,0.0,9,4e9358f7-4eaa-4e8e-a6f3-a1ede31cc57b,49.0,,['elisa'],5aa35456880e87b3f32ddf7c,45,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
36144,4ef307c9-0aad-4c65-93bc-0743fd6f7d61,0.0,,squat,2018-05-14T23:34:05.206Z,kgs,0.0,8,4ef307c9-0aad-4c65-93bc-0743fd6f7d61,5.0,,['mimi'],5aa35456880e87b3f32ddf7c,86,8ece7813-09a3-4117-bcae-c1487e37dfb4
36160,4efa31ba-1ef0-41a0-bcc6-b337ba244546,0.0,,,2018-05-10T23:36:58.550Z,kgs,1.0,,4efa31ba-1ef0-41a0-bcc6-b337ba244546,1.0,,[],58ace5bd6ca711fcd8cb7b39,,5d679e1d-e559-4d1a-89b0-c227b76e69a6
36225,4f1acc00-a17a-4f97-aa43-55418d6e2cd9,0.0,,squat,2018-05-12T16:14:07.583Z,kgs,0.0,7,4f1acc00-a17a-4f97-aa43-55418d6e2cd9,10.0,,['elisa'],5aa35456880e87b3f32ddf7c,78.5,bafb2bf6-d950-4ac8-a254-42f60e9eebe4
36508,4faef4c7-edee-4c01-8e31-b11412def895,0.0,,squat,2018-05-23T00:38:32.881Z,kgs,0.0,9,4faef4c7-edee-4c01-8e31-b11412def895,18.0,,['mimi'],5aa35456880e87b3f32ddf7c,92.5,0e6dd975-b54d-4e4d-ab2f-d240105f4697
36959,50a23423-2bdc-4f25-943a-17cbc27ccc0d,0.0,,bench,2018-05-12T13:56:31.433Z,kgs,0.0,8.5,50a23423-2bdc-4f25-943a-17cbc27ccc0d,13.0,,['harr'],5aa35456880e87b3f32ddf7c,70,ac1ca1f7-552e-4350-a77d-9ee0287d5aa2
36994,50b38bf1-428f-4691-9268-b8d6f58686e3,0.0,,bench,2018-05-18T19:47:42.577Z,kgs,0.0,10,50b38bf1-428f-4691-9268-b8d6f58686e3,14.0,,['adam'],5aa35456880e87b3f32ddf7c,90,f9beacc0-676b-49f5-8f0b-e5b397918574
37112,50f1a53a-fd69-408f-86f0-080ef4e2f778,0.0,,bench,2018-05-18T01:22:39.328Z,kgs,0.0,6.5,50f1a53a-fd69-408f-86f0-080ef4e2f778,39.0,,['harr'],5aa35456880e87b3f32ddf7c,67.5,069415c7-5299-4dd3-a548-e201d5fa7c81
37782,5268090c-b415-494e-b8ac-daa79919ce3f,0.0,,bench,2018-05-25T00:58:36.090Z,kgs,0.0,10,5268090c-b415-494e-b8ac-daa79919ce3f,25.0,,"['matt', 'failed last rep ']",5aa35456880e87b3f32ddf7c,132.5,7e166282-3e2e-4b31-b419-8f70734fc65e
37834,528b18f8-898d-4977-9b29-f3c69b0473dd,0.0,,squat,2018-05-19T14:30:14.082Z,kgs,0.0,8.5,528b18f8-898d-4977-9b29-f3c69b0473dd,4.0,,['harr'],5aa35456880e87b3f32ddf7c,110,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
37951,52c5dfb1-c086-4e6b-a984-f97e15da07b1,0.0,,squat,2018-05-16T00:30:18.500Z,kgs,0.0,6,52c5dfb1-c086-4e6b-a984-f97e15da07b1,41.0,,['harr'],5aa35456880e87b3f32ddf7c,95,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
38357,53acebf7-42f3-4bf2-bfef-ab0faf7c2b7b,0.0,,squat,2018-05-24T22:52:51.895Z,kgs,0.0,< 5.5,53acebf7-42f3-4bf2-bfef-ab0faf7c2b7b,1.0,,"['mimi ', '5 rpe']",5aa35456880e87b3f32ddf7c,60,500da55e-ed20-4dd5-bad2-5a12c01aa1a9
38560,5416f4d9-717f-471e-85c6-cb5d9da59446,0.0,,bench,2018-05-18T18:59:56.218Z,kgs,0.0,6,5416f4d9-717f-471e-85c6-cb5d9da59446,8.0,,['adam'],5aa35456880e87b3f32ddf7c,75,f9beacc0-676b-49f5-8f0b-e5b397918574
39947,5721deb1-96ef-485c-bc4b-5e3e1ec8b895,0.0,,squat,2018-05-18T17:43:21.615Z,kgs,0.0,6,5721deb1-96ef-485c-bc4b-5e3e1ec8b895,2.0,,['adam'],5aa35456880e87b3f32ddf7c,100,f9beacc0-676b-49f5-8f0b-e5b397918574
40214,57c0ad4a-7aa9-4c66-b5ec-0bfd58ac47db,0.0,,bench,2018-05-16T18:12:18.533Z,kgs,0.0,10,57c0ad4a-7aa9-4c66-b5ec-0bfd58ac47db,30.0,,"['mimi ', 'fail']",5aa35456880e87b3f32ddf7c,45,21b51e5a-6a80-48d8-827b-b2309f4cd405
40510,586a75ff-8173-461c-801f-506b11d54393,0.0,,squat,2018-05-13T18:02:34.261Z,kgs,0.0,< 5.5,586a75ff-8173-461c-801f-506b11d54393,1.0,,"['chase', '3.5 rpe']",5aa35456880e87b3f32ddf7c,90,5fbdf0dd-adc7-4221-9ced-8514e5ee9d04
40629,58a38d09-6116-4f2a-ab5f-d4c95c52414e,0.0,,bench,2018-05-26T17:08:58.679Z,kgs,0.0,6.5,58a38d09-6116-4f2a-ab5f-d4c95c52414e,8.0,,['matt'],5aa35456880e87b3f32ddf7c,110,c4febac1-c026-4828-950a-d5c377810f42
40726,58e6ed23-b105-4d5b-93a1-9162b87a11f0,0.0,,squat,2018-05-15T22:53:50.424Z,kgs,0.0,6,58e6ed23-b105-4d5b-93a1-9162b87a11f0,16.0,,['chase'],5aa35456880e87b3f32ddf7c,147.5,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
40734,58eac1a9-699e-4a4c-a469-3c00a9fc9f81,0.0,,bench,2018-05-15T23:51:46.995Z,kgs,0.0,< 5.5,58eac1a9-699e-4a4c-a469-3c00a9fc9f81,30.0,,"['chase', '5 rpe']",5aa35456880e87b3f32ddf7c,85,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
40799,59115544-bb13-4e9f-9fac-2f6e90a8a4f5,0.0,,bench,2018-05-19T15:38:59.577Z,kgs,0.0,6,59115544-bb13-4e9f-9fac-2f6e90a8a4f5,24.0,,['elisa'],5aa35456880e87b3f32ddf7c,73.5,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
41379,5a47a03e-09f3-4caa-acb4-f91f2f92f8f4,0.0,,squat,2018-05-17T22:57:19.421Z,kgs,0.0,10,5a47a03e-09f3-4caa-acb4-f91f2f92f8f4,12.0,,['chase'],5aa35456880e87b3f32ddf7c,145,069415c7-5299-4dd3-a548-e201d5fa7c81
41534,5a9b0a93-9a50-4553-946c-3934792b5e2d,0.0,,squat,2018-05-19T14:17:28.341Z,kgs,0.0,6.5,5a9b0a93-9a50-4553-946c-3934792b5e2d,2.0,,['harr'],5aa35456880e87b3f32ddf7c,100,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
41546,5aa15de8-4510-431a-bffc-0a0016ad6bc4,0.0,,bench ,2018-05-25T00:21:41.977Z,kgs,0.0,6,5aa15de8-4510-431a-bffc-0a0016ad6bc4,16.0,,['matt'],5aa35456880e87b3f32ddf7c,115,7e166282-3e2e-4b31-b419-8f70734fc65e
42184,5c09aba8-061b-4cc5-9db6-4c8feda1f23e,0.0,,squat,2018-05-19T15:56:42.522Z,kgs,0.0,10,5c09aba8-061b-4cc5-9db6-4c8feda1f23e,30.0,,['mimi'],5aa35456880e87b3f32ddf7c,90,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
42248,5c33c639-a49a-4fe4-a1e0-0731ea0ccca7,0.0,,,2018-05-08T22:19:55.632Z,kgs,1.0,,5c33c639-a49a-4fe4-a1e0-0731ea0ccca7,4.0,,[],58ace5bd6ca711fcd8cb7b39,,dc7cace1-274d-487c-ba35-7bc957b7097b
42576,5ce140cb-e823-4fdd-af59-cafc09d35b2f,0.0,,squat,2018-05-08T22:43:57.245Z,kgs,0.0,9.5,5ce140cb-e823-4fdd-af59-cafc09d35b2f,12.0,,['elisa'],58ace5bd6ca711fcd8cb7b39,87.5,dc7cace1-274d-487c-ba35-7bc957b7097b
43158,5e246cc2-8028-4181-915d-cd8e3e01b7ca,0.0,,squat,2018-05-21T22:38:31.337Z,kgs,0.0,< 5.5,5e246cc2-8028-4181-915d-cd8e3e01b7ca,2.0,,"['chase', '5.5']",5aa35456880e87b3f32ddf7c,117.5,1ba53e08-ded3-468b-8916-ba110f3ccb76
43608,5f1db60b-f430-4e17-a292-81bcadc7572c,0.0,,squat,2018-05-18T17:37:26.217Z,kgs,0.0,< 5.5,5f1db60b-f430-4e17-a292-81bcadc7572c,1.0,,"['adam', '5 rpe']",5aa35456880e87b3f32ddf7c,95,f9beacc0-676b-49f5-8f0b-e5b397918574
43903,5fb296cf-9128-432f-8dc2-4293594588ba,0.0,,squat,2018-05-15T22:16:47.061Z,kgs,0.0,< 5.5,5fb296cf-9128-432f-8dc2-4293594588ba,3.0,,"['matt', '5 rpe']",5aa35456880e87b3f32ddf7c,107.5,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
44011,5feb9f95-8cb4-4cc5-9cfc-19ffb7611bf2,0.0,,squat,2018-05-17T22:45:35.519Z,kgs,0.0,8,5feb9f95-8cb4-4cc5-9cfc-19ffb7611bf2,10.0,,['elisa'],5aa35456880e87b3f32ddf7c,91.5,069415c7-5299-4dd3-a548-e201d5fa7c81
44540,6116e8f1-27f2-4691-82bb-5bcf5facea10,0.0,,bench,2018-05-18T02:07:40.074Z,kgs,1.0,10,6116e8f1-27f2-4691-82bb-5bcf5facea10,46.0,,"['harr', 'failed without single rep']",5aa35456880e87b3f32ddf7c,85,069415c7-5299-4dd3-a548-e201d5fa7c81
44836,61b5a06b-36e7-40d4-ae4c-94399b494437,0.0,,bench,2018-05-19T17:10:00.139Z,kgs,0.0,10,61b5a06b-36e7-40d4-ae4c-94399b494437,50.0,,['elisa'],5aa35456880e87b3f32ddf7c,47.5,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
44935,61ef5ab3-17f6-46d7-9eb3-6fb4413dccc8,0.0,,squat,2018-05-26T18:29:16.126Z,kgs,0.0,< 5.5,61ef5ab3-17f6-46d7-9eb3-6fb4413dccc8,1.0,,"['chase', '5.5 rpe']",5aa35456880e87b3f32ddf7c,130,a652b098-c05c-4b3f-bb8e-ad5042879f73
45100,624a42d6-7a94-4e0d-a900-3c0b148d88bf,0.0,,squat,2018-05-16T16:32:26.053Z,kgs,0.0,8.5,624a42d6-7a94-4e0d-a900-3c0b148d88bf,9.0,,['adam'],5aa35456880e87b3f32ddf7c,87.5,21b51e5a-6a80-48d8-827b-b2309f4cd405
45147,626bac9d-e8b8-4508-a19d-8918bb8bcedb,0.0,,squat,2018-05-11T01:11:24.356Z,kgs,0.0,7.5,626bac9d-e8b8-4508-a19d-8918bb8bcedb,11.0,,['harr'],5aa35456880e87b3f32ddf7c,120,0731b594-a678-4294-9b68-9285f8a1f0a5
45354,62e8c578-01c0-4c98-999f-d8076eae08ef,1.0,,squat,2018-05-16T20:07:06.680Z,kgs,0.0,,62e8c578-01c0-4c98-999f-d8076eae08ef,1.0,,[],58ace5bd6ca711fcd8cb7b39,150,216c8928-f3d7-48b9-9540-44de36a62a25
45469,632b66d9-a9f4-4fe7-85d4-037d4d307341,0.0,,bench,2018-05-11T02:07:15.923Z,kgs,0.0,7.5,632b66d9-a9f4-4fe7-85d4-037d4d307341,20.0,,['harr'],5aa35456880e87b3f32ddf7c,75,0731b594-a678-4294-9b68-9285f8a1f0a5
45944,6433bb8d-59f6-4166-b23d-508eefdc2115,0.0,,squat,2018-05-16T16:50:13.868Z,kgs,0.0,8.5,6433bb8d-59f6-4166-b23d-508eefdc2115,13.0,,['mimi'],5aa35456880e87b3f32ddf7c,85,21b51e5a-6a80-48d8-827b-b2309f4cd405
45957,6438f3c7-3608-4df1-9136-f0cd11956ffe,0.0,,bench,2018-05-13T19:54:45.273Z,kgs,0.0,8,6438f3c7-3608-4df1-9136-f0cd11956ffe,12.0,,['chase'],5aa35456880e87b3f32ddf7c,78,5fbdf0dd-adc7-4221-9ced-8514e5ee9d04
46270,64ea403c-342f-4f66-ae0b-4c5dfec65692,0.0,,bench,2018-05-10T23:33:55.913Z,kgs,0.0,10,64ea403c-342f-4f66-ae0b-4c5dfec65692,12.0,,['elisa'],5aa35456880e87b3f32ddf7c,51,0ebb7ef9-06c9-4a3f-aee6-45c16d65e3f5
47362,672b17be-da03-486b-92f9-a668f3c4e0f0,0.0,,squat,2018-05-19T15:17:53.064Z,kgs,0.0,6,672b17be-da03-486b-92f9-a668f3c4e0f0,15.0,,['mimi'],5aa35456880e87b3f32ddf7c,70,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
47405,67432e2b-32f3-40e1-a80d-428abe93c702,0.0,,bench,2018-05-25T00:52:50.179Z,kgs,0.0,9.5,67432e2b-32f3-40e1-a80d-428abe93c702,23.0,,['matt'],5aa35456880e87b3f32ddf7c,130,7e166282-3e2e-4b31-b419-8f70734fc65e
47465,675e3adc-a530-4420-bfcd-e19183b40101,0.0,,bench,2018-05-17T23:54:27.850Z,kgs,0.0,8.5,675e3adc-a530-4420-bfcd-e19183b40101,26.0,,['matt'],5aa35456880e87b3f32ddf7c,275,069415c7-5299-4dd3-a548-e201d5fa7c81
47477,6765a48d-ce7b-4072-a520-f839c3ec6fcd,0.0,,bench,2018-05-09T01:51:27.284Z,kgs,0.0,10,6765a48d-ce7b-4072-a520-f839c3ec6fcd,13.0,,['harr'],5aa35456880e87b3f32ddf7c,70,b7248c31-b8e1-4d51-9201-536ac8536e73
47490,676aacf1-d484-4893-b34e-e7937ab882b8,0.0,,squat,2018-05-19T14:57:10.292Z,kgs,0.0,< 5.5,676aacf1-d484-4893-b34e-e7937ab882b8,8.0,,"['mimi', '5.5 rpe']",5aa35456880e87b3f32ddf7c,60,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
47963,68593443-6a8a-4cba-8318-62e051a177ef,0.0,,bench,2018-05-12T13:50:05.691Z,kgs,0.0,7.5,68593443-6a8a-4cba-8318-62e051a177ef,12.0,,['harr'],5aa35456880e87b3f32ddf7c,67.5,ac1ca1f7-552e-4350-a77d-9ee0287d5aa2
48010,687ac33c-103a-46d2-b2f7-addd01400317,0.0,,squat,2018-05-11T00:26:18.904Z,kgs,0.0,< 5.5,687ac33c-103a-46d2-b2f7-addd01400317,5.0,,"['harr', '4.5 rpe ']",5aa35456880e87b3f32ddf7c,90,0731b594-a678-4294-9b68-9285f8a1f0a5
48096,68a647d2-aad5-4f5a-8658-14fb43fab376,0.0,,squat,2018-05-15T22:38:49.235Z,kgs,0.0,< 5.5,68a647d2-aad5-4f5a-8658-14fb43fab376,11.0,,"['matt', '5.5 rpe']",5aa35456880e87b3f32ddf7c,133.5,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
48206,68e58eda-144c-4d06-a9d3-f8607b765f84,0.0,,squat,2018-05-15T22:43:56.687Z,kgs,0.0,6,68e58eda-144c-4d06-a9d3-f8607b765f84,13.0,,['chase'],5aa35456880e87b3f32ddf7c,137.5,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
49458,6bbc58ed-8027-4caf-8e49-36f7752dbd89,0.0,,squat,2018-05-23T00:53:52.581Z,kgs,0.0,10,6bbc58ed-8027-4caf-8e49-36f7752dbd89,21.0,,['mimi'],5aa35456880e87b3f32ddf7c,102.5,0e6dd975-b54d-4e4d-ab2f-d240105f4697
49857,6c9d929f-48ad-44b6-98df-8b44f0439771,0.0,,bench,2018-05-15T00:44:02.135Z,kgs,0.0,9,6c9d929f-48ad-44b6-98df-8b44f0439771,13.0,,['mimi'],5aa35456880e87b3f32ddf7c,47.5,8ece7813-09a3-4117-bcae-c1487e37dfb4
49911,6cc5ee34-33b1-4859-ad7a-801bcbeacd1e,0.0,,squat,2018-05-23T23:03:38.407Z,kgs,0.0,8.5,6cc5ee34-33b1-4859-ad7a-801bcbeacd1e,4.0,,['chase'],5aa35456880e87b3f32ddf7c,157.5,ea75c10c-b19e-4984-8b6f-66a0227d0674
50003,6cff54fd-4bd1-42ae-ad2a-117aeb5569f2,0.0,,squat,2018-05-15T22:24:59.111Z,kgs,0.0,6,6cff54fd-4bd1-42ae-ad2a-117aeb5569f2,6.0,,['elisa'],5aa35456880e87b3f32ddf7c,62,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
50046,6d17a98f-c7c2-4601-9f44-d0ba4c311b64,0.0,,bench,2018-05-23T00:14:36.182Z,kgs,0.0,< 5.5,6d17a98f-c7c2-4601-9f44-d0ba4c311b64,11.0,,"['matt', '5.5 rpe']",5aa35456880e87b3f32ddf7c,85,0e6dd975-b54d-4e4d-ab2f-d240105f4697
50281,6d93ff23-31d2-434a-a5f8-9cdbe052bd7a,0.0,,squat,2018-05-15T22:55:36.731Z,kgs,0.0,8.5,6d93ff23-31d2-434a-a5f8-9cdbe052bd7a,17.0,,['chase'],5aa35456880e87b3f32ddf7c,155,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
50463,6e066a43-9788-4fc1-9acf-46c729ed02b7,0.0,,squat,2018-05-19T15:12:37.662Z,kgs,0.0,6,6e066a43-9788-4fc1-9acf-46c729ed02b7,12.0,,['mimi '],5aa35456880e87b3f32ddf7c,65,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
51328,6fe94240-2717-4854-8be4-c6d9fb9234e1,0.0,,squat,2018-05-16T16:37:49.363Z,kgs,0.0,6.5,6fe94240-2717-4854-8be4-c6d9fb9234e1,10.0,,['mimi'],5aa35456880e87b3f32ddf7c,75,21b51e5a-6a80-48d8-827b-b2309f4cd405
51483,70438017-b90f-44a7-9104-1f47a2058a82,0.0,,squat,2018-05-15T23:19:37.933Z,kgs,0.0,10,70438017-b90f-44a7-9104-1f47a2058a82,22.0,,['matt'],5aa35456880e87b3f32ddf7c,161,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
51524,705bcd62-7db4-4e84-a423-0a5aeed7f715,0.0,,squat,2018-05-24T23:13:19.988Z,kgs,0.0,6.5,705bcd62-7db4-4e84-a423-0a5aeed7f715,5.0,,['mimi '],5aa35456880e87b3f32ddf7c,75,7e166282-3e2e-4b31-b419-8f70734fc65e
51581,707cf32b-ed96-4ee6-a0e2-0180aabd3825,0.0,,bench,2018-05-19T15:43:05.024Z,kgs,0.0,10,707cf32b-ed96-4ee6-a0e2-0180aabd3825,25.0,,['harr'],5aa35456880e87b3f32ddf7c,75,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
51759,70df7e93-8b97-4a5a-81fd-f25dbde645bb,0.0,,squat,2018-05-16T00:26:58.902Z,kgs,0.0,6,70df7e93-8b97-4a5a-81fd-f25dbde645bb,40.0,,['harr'],5aa35456880e87b3f32ddf7c,90,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
52223,71efd403-31c5-4ae7-abb4-af7cc0e144f0,0.0,,squat,2018-05-24T23:36:41.540Z,kgs,0.0,7.5,71efd403-31c5-4ae7-abb4-af7cc0e144f0,9.0,,['mimi '],5aa35456880e87b3f32ddf7c,85,7e166282-3e2e-4b31-b419-8f70734fc65e
52271,720ff631-008a-4fed-8c16-dee89f39f5fa,0.0,,bench,2018-05-17T23:35:46.264Z,kgs,0.0,7.5,720ff631-008a-4fed-8c16-dee89f39f5fa,21.0,,['elisa'],5aa35456880e87b3f32ddf7c,45,069415c7-5299-4dd3-a548-e201d5fa7c81
52333,7235c606-8773-468f-ae46-85cb342fc9dd,0.0,,squat,2018-05-11T00:23:30.281Z,kgs,0.0,< 5.5,7235c606-8773-468f-ae46-85cb342fc9dd,4.0,,"['harr', '4 rpe']",5aa35456880e87b3f32ddf7c,85,0731b594-a678-4294-9b68-9285f8a1f0a5
52406,7259f96b-fda5-4e51-a9fd-aa7dbf0e5f2a,0.0,,bench,2018-05-11T02:13:11.972Z,kgs,0.0,8,7259f96b-fda5-4e51-a9fd-aa7dbf0e5f2a,21.0,,['harr'],5aa35456880e87b3f32ddf7c,77.5,0731b594-a678-4294-9b68-9285f8a1f0a5
52875,7370d826-be93-4fa0-81dd-927f2a67c2fd,0.0,,bench,2018-05-19T15:44:57.394Z,kgs,0.0,8.5,7370d826-be93-4fa0-81dd-927f2a67c2fd,26.0,,"['mimi', '8 reps']",5aa35456880e87b3f32ddf7c,85,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
52928,738f50de-9847-4efb-8c1a-5f687d6b9aaf,0.0,,squat,2018-05-16T01:06:59.089Z,kgs,0.0,9,738f50de-9847-4efb-8c1a-5f687d6b9aaf,45.0,,['harr'],5aa35456880e87b3f32ddf7c,115,c1d046a3-bf4e-4ba8-a43a-2568a3b21620
54115,761fa90f-a77d-4fed-93ed-841bd4aa1b0b,0.0,,squat,2018-05-16T15:58:04.430Z,kgs,0.0,< 5.5,761fa90f-a77d-4fed-93ed-841bd4aa1b0b,2.0,,"['adam', '5 rpe']",5aa35456880e87b3f32ddf7c,67.5,21b51e5a-6a80-48d8-827b-b2309f4cd405
54248,766c36f2-04e1-4214-8fd8-af80b676efe7,0.0,,bench,2018-05-12T16:22:43.468Z,kgs,0.0,7,766c36f2-04e1-4214-8fd8-af80b676efe7,13.0,,['mimi'],5aa35456880e87b3f32ddf7c,35,bafb2bf6-d950-4ac8-a254-42f60e9eebe4
54385,76bc0881-fbd1-4131-aee5-86f7cdb5ecc9,0.0,,bench,2018-05-19T16:53:55.036Z,kgs,0.0,6,76bc0881-fbd1-4131-aee5-86f7cdb5ecc9,47.0,,['elisa'],5aa35456880e87b3f32ddf7c,40,870ca10a-1f71-4cbf-a3f8-6ef0f0cc56c1
55276,78c7b08a-cf05-4d60-9ebe-8c19bf592ea2,0.0,,bench,2018-05-15T00:02:15.974Z,kgs,0.0,6,78c7b08a-cf05-4d60-9ebe-8c19bf592ea2,8.0,,['mimi'],5aa35456880e87b3f32ddf7c,35,8ece7813-09a3-4117-bcae-c1487e37dfb4
